loc,v(g),ev(g),iv(g),l,d,i,b,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
204.0,27.0,20.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,53.0,True
36.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
38.0,7.0,5.0,1.0,0.06,15.59,48.83,0.25,31,0,5,0,20.0,28.0,88.0,43.0,13.0,True
145.0,10.0,1.0,9.0,0.02,48.49,51.73,0.92,115,4,31,0,23.0,41.0,241.0,173.0,19.0,True
27.0,6.0,6.0,2.0,0.05,19.43,21.05,0.13,19,3,4,0,18.0,14.0,46.0,30.0,11.0,True
7.0,1.0,1.0,1.0,0.33,3.0,13.84,0.01,4,0,0,0,5.0,5.0,7.0,5.0,1.0,True
30.0,5.0,1.0,2.0,0.13,7.58,37.81,0.1,24,0,4,0,11.0,19.0,35.0,26.0,9.0,True
60.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
15.0,3.0,3.0,2.0,0.05,19.5,11.66,0.06,10,0,3,0,17.0,8.0,29.0,14.0,5.0,True
24.0,2.0,1.0,2.0,0.12,8.33,30.77,0.09,15,1,4,0,12.0,15.0,36.0,20.0,3.0,True
22.0,3.0,1.0,3.0,0.17,6.0,30.14,0.06,15,0,3,0,9.0,12.0,24.0,17.0,5.0,True
39.0,8.0,1.0,3.0,0.05,21.25,26.66,0.2,33,0,5,0,16.0,16.0,69.0,41.0,13.0,True
41.0,12.0,1.0,7.0,0.04,25.65,23.68,0.21,36,0,3,0,20.0,17.0,77.0,46.0,23.0,True
68.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
209.0,24.0,24.0,17.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47.0,True
20.0,3.0,1.0,3.0,0.09,11.0,14.31,0.05,14,0,4,0,10.0,5.0,23.0,15.0,5.0,True
14.0,2.0,1.0,1.0,0.1,9.9,16.81,0.06,12,0,1,0,11.0,9.0,23.0,14.0,3.0,True
87.0,23.0,20.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,45.0,True
8.0,2.0,1.0,2.0,0.2,5.0,13.02,0.02,6,0,0,0,10.0,6.0,11.0,6.0,3.0,True
34.0,5.0,1.0,5.0,0.05,20.45,22.98,0.15,24,1,5,1,16.0,14.0,56.0,36.0,9.0,True
14.0,2.0,1.0,2.0,0.23,4.43,40.35,0.05,10,0,3,0,7.0,15.0,19.0,19.0,3.0,True
19.0,3.0,1.0,2.0,0.1,10.0,23.88,0.08,15,0,2,0,14.0,12.0,31.0,16.0,5.0,True
28.0,6.0,6.0,1.0,0.22,4.59,71.16,0.11,20,0,0,6,6.0,17.0,41.0,29.0,11.0,True
17.0,2.0,1.0,2.0,0.07,13.8,17.77,0.08,14,0,1,0,12.0,10.0,33.0,22.0,3.0,True
62.0,10.0,1.0,3.0,0.05,20.3,42.38,0.29,48,3,8,0,16.0,25.0,89.0,67.0,19.0,True
129.0,16.0,14.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
6.0,1.0,1.0,1.0,0.4,2.5,26.64,0.02,4,0,0,0,5.0,7.0,10.0,8.0,1.0,True
105.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
25.0,5.0,1.0,3.0,0.07,15.81,24.82,0.12,19,0,4,0,14.0,16.0,43.0,33.0,9.0,True
22.0,4.0,1.0,4.0,0.12,8.46,30.65,0.08,17,0,3,0,10.0,13.0,32.0,24.0,7.0,True
18.0,2.0,1.0,2.0,0.12,8.55,21.13,0.06,9,2,4,0,9.0,10.0,25.0,18.0,3.0,True
56.0,7.0,5.0,2.0,0.03,29.2,40.76,0.32,46,0,8,0,25.0,31.0,102.0,66.0,13.0,True
246.0,30.0,16.0,7.0,0.02,63.84,56.72,1.55,169,10,24,3,29.0,53.0,414.0,322.0,59.0,True
86.0,14.0,12.0,14.0,0.04,23.78,52.77,0.43,61,1,5,0,16.0,36.0,126.0,107.0,27.0,True
35.0,3.0,1.0,3.0,0.06,15.58,39.76,0.21,25,2,5,0,21.0,30.0,67.0,44.0,5.0,True
38.0,6.0,1.0,5.0,0.09,11.75,45.88,0.18,34,0,5,0,13.0,26.0,57.0,47.0,11.0,True
12.0,2.0,1.0,2.0,0.16,6.19,14.53,0.03,8,0,2,0,11.0,8.0,15.0,9.0,3.0,True
204.0,20.0,19.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,True
51.0,5.0,1.0,5.0,0.07,14.95,54.36,0.31,38,3,6,0,17.0,37.0,95.0,65.0,9.0,True
168.0,32.0,26.0,13.0,0.02,45.4,63.13,0.91,122,12,24,0,27.0,56.0,243.0,164.0,60.0,True
32.0,2.0,1.0,2.0,0.11,8.89,39.47,0.12,24,0,6,0,8.0,15.0,44.0,37.0,3.0,True
29.0,5.0,1.0,3.0,0.05,18.69,21.96,0.14,19,2,5,0,16.0,12.0,55.0,29.0,9.0,True
19.0,2.0,1.0,2.0,0.14,7.07,26.62,0.06,13,0,4,0,11.0,14.0,24.0,19.0,3.0,True
17.0,2.0,1.0,2.0,0.15,6.68,25.7,0.06,11,0,2,0,11.0,11.0,23.0,14.0,3.0,True
48.0,4.0,1.0,4.0,0.05,18.63,55.38,0.37,39,1,6,0,15.0,33.0,101.0,91.0,7.0,True
90.0,10.0,1.0,1.0,0.04,22.72,66.39,0.56,61,0,16,0,21.0,49.0,163.0,92.0,19.0,True
26.0,1.0,1.0,1.0,0.13,7.59,41.88,0.11,20,0,2,0,10.0,19.0,36.0,32.0,1.0,True
26.0,5.0,1.0,5.0,0.06,16.93,41.74,0.24,22,0,5,0,16.0,26.0,76.0,55.0,9.0,True
12.0,5.0,1.0,5.0,0.12,8.13,23.38,0.07,8,0,2,0,10.0,11.0,28.0,19.0,9.0,True
74.0,6.0,1.0,4.0,0.05,18.26,57.34,0.39,46,8,16,0,15.0,37.0,128.0,81.0,11.0,True
133.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
13.0,3.0,1.0,1.0,0.08,13.14,18.03,0.08,10,0,1,0,13.0,11.0,28.0,25.0,5.0,True
39.0,6.0,1.0,3.0,0.05,18.9,30.65,0.2,26,6,5,0,18.0,20.0,62.0,44.0,11.0,True
23.0,4.0,1.0,4.0,0.06,16.55,21.22,0.11,18,0,3,0,15.0,13.0,43.0,27.0,7.0,True
119.0,35.0,14.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
41.0,9.0,8.0,1.0,0.03,33.33,20.97,0.22,33,0,8,0,20.0,15.0,85.0,44.0,17.0,True
262.0,55.0,27.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,109.0,True
70.0,8.0,1.0,6.0,0.06,15.46,67.78,0.32,52,4,8,0,17.0,38.0,95.0,76.0,15.0,True
31.0,6.0,1.0,4.0,0.06,16.58,27.72,0.16,21,1,5,0,19.0,19.0,53.0,37.0,11.0,True
159.0,22.0,22.0,17.0,0.02,47.36,79.37,1.21,129,7,18,0,30.0,74.0,351.0,243.0,43.0,True
71.0,10.0,5.0,5.0,0.04,23.63,55.26,0.43,56,7,7,5,19.0,39.0,125.0,96.0,19.0,True
12.0,2.0,1.0,2.0,0.15,6.67,14.4,0.03,8,0,2,0,10.0,6.0,14.0,10.0,3.0,True
35.0,9.0,5.0,4.0,0.06,15.95,34.69,0.18,30,0,2,0,16.0,22.0,58.0,39.0,17.0,True
74.0,16.0,11.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
12.0,3.0,1.0,2.0,0.12,8.4,18.98,0.06,8,0,2,0,13.0,10.0,22.0,16.0,5.0,True
11.0,1.0,1.0,1.0,0.25,4.0,22.15,0.03,6,1,3,0,8.0,9.0,14.0,9.0,1.0,True
138.0,38.0,28.0,15.0,0.02,58.99,95.89,1.74,138,3,5,1,23.0,75.0,391.0,256.0,75.0,True
43.0,5.0,4.0,5.0,0.07,14.67,50.37,0.25,29,1,4,8,22.0,31.0,80.0,50.0,9.0,True
83.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
30.0,3.0,1.0,3.0,0.06,17.82,16.14,0.09,16,0,4,0,16.0,10.0,32.0,25.0,5.0,True
34.0,4.0,1.0,4.0,0.08,12.58,41.47,0.22,24,2,6,0,17.0,30.0,62.0,51.0,7.0,True
18.0,2.0,1.0,2.0,0.1,10.0,22.67,0.08,12,0,4,0,14.0,13.0,30.0,20.0,3.0,True
133.0,24.0,10.0,8.0,0.03,31.25,92.37,0.92,106,6,14,2,21.0,60.0,254.0,203.0,47.0,True
87.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
7.0,2.0,1.0,2.0,0.19,5.25,14.88,0.02,5,0,0,0,9.0,6.0,13.0,7.0,3.0,True
50.0,11.0,9.0,6.0,0.03,30.34,23.84,0.23,38,0,8,0,20.0,17.0,82.0,44.0,21.0,True
79.0,10.0,7.0,5.0,0.02,44.62,25.04,0.45,59,9,6,3,23.0,25.0,147.0,97.0,19.0,True
59.0,9.0,4.0,7.0,0.04,24.75,52.35,0.44,54,0,2,2,14.0,28.0,137.0,95.0,17.0,True
40.0,4.0,4.0,3.0,0.06,16.36,37.2,0.2,28,2,5,0,16.0,22.0,70.0,45.0,7.0,True
55.0,1.0,1.0,1.0,0.09,10.78,98.68,0.33,38,0,18,0,12.0,57.0,97.0,84.0,1.0,True
31.0,5.0,1.0,5.0,0.05,19.34,30.2,0.2,26,3,4,0,18.0,19.0,71.0,49.0,9.0,True
169.0,20.0,6.0,12.0,0.03,37.37,92.37,1.2,130,18,36,0,25.0,72.0,307.0,248.0,37.0,True
97.0,14.0,10.0,8.0,0.03,35.61,49.99,0.51,81,2,6,0,23.0,41.0,166.0,103.0,27.0,True
17.0,3.0,3.0,2.0,0.08,13.0,14.06,0.06,14,0,1,0,14.0,7.0,26.0,14.0,5.0,True
27.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
45.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,True
87.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
97.0,21.0,16.0,14.0,0.04,24.68,100.77,0.74,74,2,24,0,22.0,68.0,202.0,163.0,41.0,True
69.0,3.0,1.0,2.0,0.03,30.13,44.75,0.44,48,9,14,0,16.0,32.0,133.0,117.0,5.0,True
68.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
74.0,18.0,1.0,7.0,0.05,20.87,72.23,0.5,65,1,2,0,15.0,39.0,145.0,94.0,35.0,True
74.0,12.0,4.0,6.0,0.04,27.0,36.67,0.32,57,0,12,0,17.0,25.0,103.0,80.0,23.0,True
89.0,11.0,1.0,7.0,0.03,32.04,34.21,0.37,47,15,11,4,18.0,25.0,113.0,89.0,21.0,True
148.0,19.0,8.0,8.0,0.02,47.53,62.96,1.06,103,57,18,8,23.0,52.0,292.0,206.0,37.0,True
22.0,3.0,1.0,3.0,0.08,12.13,23.24,0.1,17,1,1,0,14.0,15.0,35.0,27.0,5.0,True
35.0,3.0,1.0,3.0,0.1,10.5,55.57,0.18,30,0,1,0,12.0,28.0,55.0,50.0,5.0,True
23.0,3.0,1.0,3.0,0.09,11.2,25.05,0.09,17,0,4,0,12.0,15.0,31.0,28.0,5.0,True
47.0,9.0,1.0,7.0,0.05,21.63,54.79,0.4,44,0,3,0,17.0,33.0,126.0,82.0,17.0,True
41.0,4.0,1.0,4.0,0.16,6.33,69.67,0.15,26,2,5,2,10.0,27.0,48.0,41.0,7.0,True
29.0,5.0,5.0,1.0,0.05,21.0,13.33,0.1,21,4,2,0,16.0,9.0,45.0,22.0,9.0,True
30.0,1.0,1.0,1.0,0.1,9.84,37.87,0.12,17,7,7,1,12.0,17.0,45.0,29.0,1.0,True
37.0,7.0,3.0,3.0,0.06,16.65,32.72,0.18,26,0,6,0,16.0,20.0,62.0,43.0,13.0,True
34.0,6.0,1.0,2.0,0.05,19.41,23.88,0.14,22,3,4,2,20.0,17.0,50.0,37.0,10.0,True
73.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
28.0,7.0,4.0,5.0,0.06,16.35,34.3,0.19,23,1,1,0,16.0,23.0,58.0,50.0,13.0,True
150.0,28.0,22.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,55.0,True
112.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
43.0,5.0,1.0,5.0,0.07,13.71,43.3,0.19,34,1,6,1,11.0,21.0,58.0,53.0,9.0,True
109.0,12.0,9.0,4.0,0.02,41.12,33.38,0.44,91,3,5,0,23.0,25.0,143.0,92.0,23.0,True
57.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
156.0,20.0,1.0,19.0,0.02,57.02,78.5,1.44,134,3,26,0,25.0,59.0,472.0,265.0,37.0,True
54.0,11.0,1.0,7.0,0.06,15.79,62.53,0.33,47,0,7,0,16.0,35.0,100.0,76.0,21.0,True
168.0,8.0,1.0,8.0,0.02,40.62,152.84,1.61,151,2,18,0,18.0,92.0,450.0,329.0,9.0,True
21.0,2.0,1.0,2.0,0.18,5.71,78.72,0.16,13,0,6,0,6.0,23.0,61.0,40.0,3.0,True
65.0,12.0,1.0,1.0,0.04,25.45,36.22,0.31,46,8,9,0,19.0,22.0,98.0,64.0,23.0,True
37.0,5.0,1.0,5.0,0.07,13.5,44.84,0.18,27,0,6,0,16.0,26.0,66.0,42.0,9.0,True
52.0,2.0,1.0,2.0,0.01,86.33,14.06,0.33,36,3,10,0,14.0,7.0,153.0,74.0,3.0,True
573.0,33.0,20.0,24.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,65.0,True
41.0,5.0,1.0,4.0,0.06,16.84,34.29,0.18,27,2,6,3,16.0,19.0,62.0,39.0,9.0,True
37.0,4.0,3.0,2.0,0.05,19.69,29.79,0.21,30,0,5,0,19.0,24.0,66.0,50.0,7.0,True
204.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,59.0,True
33.0,14.0,12.0,2.0,0.05,19.8,34.28,0.23,30,0,3,0,20.0,25.0,81.0,55.0,27.0,True
77.0,14.0,7.0,14.0,0.03,38.06,51.34,0.6,62,1,9,0,22.0,36.0,188.0,130.0,27.0,True
56.0,7.0,5.0,2.0,0.04,24.5,32.18,0.27,45,6,8,0,18.0,26.0,86.0,70.0,13.0,True
20.0,4.0,1.0,2.0,0.1,9.82,23.36,0.08,15,0,3,0,9.0,11.0,29.0,24.0,7.0,True
126.0,18.0,15.0,12.0,0.03,37.83,69.07,0.82,91,8,10,0,27.0,57.0,223.0,158.0,35.0,True
30.0,3.0,1.0,3.0,0.09,11.0,21.15,0.09,22,1,4,0,13.0,11.0,38.0,22.0,5.0,True
75.0,14.0,7.0,5.0,0.02,44.0,22.4,0.33,56,36,9,0,24.0,19.0,120.0,76.0,27.0,True
65.0,5.0,1.0,5.0,0.05,20.36,58.93,0.43,54,0,10,0,12.0,35.0,119.0,98.0,9.0,True
103.0,6.0,1.0,3.0,0.03,30.02,54.75,0.54,65,13,16,2,19.0,35.0,166.0,94.0,11.0,True
84.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,True
91.0,15.0,12.0,9.0,0.02,48.26,41.99,0.67,66,0,19,1,21.0,33.0,258.0,110.0,29.0,True
130.0,23.0,5.0,3.0,0.02,43.17,97.16,0.96,105,2,21,0,22.0,53.0,254.0,208.0,45.0,True
16.0,2.0,1.0,2.0,0.1,10.0,20.93,0.07,13,0,1,0,7.0,7.0,32.0,20.0,3.0,True
15.0,2.0,1.0,2.0,0.17,5.92,28.09,0.06,10,0,3,0,11.0,13.0,24.0,14.0,3.0,True
74.0,6.0,1.0,3.0,0.05,18.57,50.91,0.33,43,14,10,0,18.0,32.0,105.0,70.0,11.0,True
97.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
29.0,6.0,1.0,3.0,0.05,22.0,20.9,0.16,22,0,2,0,16.0,16.0,58.0,36.0,11.0,True
192.0,9.0,7.0,9.0,0.02,51.3,176.85,3.02,174,1,15,0,20.0,108.0,742.0,554.0,17.0,True
13.0,3.0,1.0,3.0,0.09,11.38,12.39,0.05,5,0,3,0,13.0,8.0,20.0,14.0,5.0,True
15.0,1.0,1.0,1.0,0.41,2.45,57.39,0.05,9,0,1,0,3.0,11.0,19.0,18.0,1.0,True
51.0,6.0,4.0,2.0,0.04,25.52,40.76,0.35,43,0,8,0,23.0,29.0,130.0,59.0,11.0,True
74.0,11.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.0,True
101.0,13.0,8.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
84.0,15.0,1.0,2.0,0.01,69.38,21.77,0.43,62,9,13,0,20.0,12.0,153.0,74.0,29.0,True
89.0,7.0,1.0,5.0,0.03,31.91,46.54,0.46,61,8,12,0,21.0,34.0,147.0,105.0,13.0,True
41.0,11.0,11.0,7.0,0.04,23.33,31.36,0.24,36,0,3,0,20.0,21.0,91.0,50.0,21.0,True
167.0,31.0,19.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,61.0,True
17.0,3.0,1.0,2.0,0.08,12.92,19.5,0.08,10,0,3,0,14.0,13.0,29.0,24.0,5.0,True
102.0,13.0,8.0,7.0,0.03,38.63,49.17,0.59,71,25,4,2,20.0,35.0,169.0,136.0,25.0,True
46.0,5.0,1.0,4.0,0.04,26.0,45.88,0.44,38,0,7,0,17.0,30.0,122.0,104.0,9.0,True
70.0,12.0,1.0,13.0,0.03,33.88,52.64,0.59,66,1,7,0,16.0,33.0,171.0,143.0,23.0,True
233.0,37.0,26.0,15.0,0.02,63.13,96.91,2.05,194,11,23,0,27.0,91.0,603.0,353.0,73.0,True
172.0,19.0,7.0,15.0,0.03,37.81,91.03,1.16,139,1,15,0,22.0,64.0,352.0,245.0,37.0,True
89.0,5.0,1.0,5.0,0.04,24.19,54.75,0.49,62,16,11,0,15.0,35.0,154.0,112.0,9.0,True
146.0,2.0,1.0,1.0,0.02,42.55,85.53,1.34,99,7,24,0,14.0,33.0,350.0,293.0,3.0,True
129.0,32.0,14.0,1.0,0.02,44.12,65.22,0.96,69,0,5,0,13.0,33.0,297.0,224.0,63.0,True
235.0,23.0,10.0,12.0,0.02,61.38,76.69,1.69,192,2,34,1,27.0,54.0,477.0,331.0,45.0,True
19.0,3.0,1.0,2.0,0.12,8.36,13.03,0.04,10,2,4,0,9.0,7.0,17.0,15.0,5.0,True
72.0,12.0,8.0,12.0,0.03,30.78,37.44,0.4,59,0,16,0,20.0,27.0,124.0,84.0,23.0,True
15.0,1.0,1.0,1.0,0.17,5.79,15.21,0.03,12,0,3,0,10.0,7.0,13.0,9.0,1.0,True
84.0,16.0,13.0,9.0,0.03,34.25,65.93,0.78,77,0,7,0,21.0,60.0,223.0,158.0,31.0,True
17.0,3.0,1.0,3.0,0.11,9.0,17.04,0.04,13,0,3,0,12.0,8.0,17.0,12.0,5.0,True
32.0,5.0,1.0,3.0,0.07,15.17,27.63,0.14,23,0,5,0,17.0,18.0,54.0,34.0,9.0,True
38.0,6.0,1.0,6.0,0.07,14.4,42.55,0.21,27,2,5,0,16.0,25.0,71.0,47.0,11.0,True
206.0,30.0,16.0,18.0,0.02,58.89,74.49,1.24,157,2,19,0,29.0,66.0,333.0,256.0,59.0,True
10.0,2.0,1.0,1.0,0.12,8.33,12.48,0.03,7,0,1,0,10.0,6.0,15.0,10.0,3.0,True
18.0,2.0,1.0,1.0,0.11,9.0,16.01,0.05,14,0,3,0,9.0,7.0,19.0,15.0,3.0,True
15.0,7.0,3.0,4.0,0.13,7.5,29.97,0.06,9,0,2,0,12.0,12.0,30.0,15.0,13.0,True
25.0,2.0,1.0,2.0,0.22,4.59,54.22,0.08,12,5,4,1,8.0,17.0,27.0,22.0,3.0,True
34.0,8.0,1.0,1.0,0.03,32.58,17.59,0.19,23,1,5,0,20.0,12.0,72.0,46.0,15.0,True
77.0,11.0,7.0,8.0,0.04,28.83,46.35,0.44,51,13,11,0,19.0,29.0,127.0,73.0,21.0,True
93.0,9.0,3.0,8.0,0.04,23.48,74.03,0.61,75,0,16,3,17.0,49.0,166.0,133.0,17.0,True
75.0,1.0,1.0,1.0,0.04,28.47,32.39,0.33,44,2,16,1,11.0,17.0,92.0,85.0,1.0,True
44.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
84.0,6.0,1.0,6.0,0.1,10.43,165.61,1.02,76,0,15,0,12.0,75.0,266.0,209.0,11.0,True
28.0,3.0,1.0,3.0,0.13,8.0,30.59,0.1,20,0,6,0,12.0,18.0,35.0,24.0,5.0,True
15.0,1.0,1.0,1.0,0.2,5.0,28.43,0.05,11,0,2,0,8.0,10.0,19.0,15.0,1.0,True
122.0,17.0,14.0,5.0,0.02,46.47,29.16,0.44,82,12,12,0,23.0,28.0,130.0,95.0,33.0,True
59.0,10.0,3.0,5.0,0.03,33.88,52.35,0.48,54,0,3,0,20.0,28.0,155.0,95.0,19.0,True
97.0,18.0,16.0,13.0,0.02,45.54,53.52,0.92,70,10,11,6,23.0,42.0,258.0,142.0,35.0,True
298.0,23.0,1.0,16.0,0.02,56.51,152.95,3.7,245,29,27,2,20.0,76.0,793.0,599.0,45.0,True
8.0,2.0,1.0,1.0,0.19,5.4,11.99,0.02,6,0,0,0,9.0,5.0,10.0,7.0,3.0,True
76.0,11.0,1.0,6.0,0.03,38.46,40.63,0.54,65,0,3,0,14.0,23.0,175.0,109.0,21.0,True
8.0,2.0,1.0,1.0,0.18,5.63,13.67,0.03,6,0,0,0,7.0,6.0,11.0,10.0,3.0,True
92.0,8.0,6.0,3.0,0.02,48.68,32.68,0.63,79,0,6,0,22.0,22.0,188.0,139.0,15.0,True
36.0,11.0,11.0,11.0,0.05,21.47,30.1,0.22,34,0,1,0,21.0,24.0,78.0,47.0,15.0,True
49.0,14.0,12.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
39.0,3.0,1.0,2.0,0.06,16.0,37.2,0.2,35,2,2,0,16.0,22.0,67.0,46.0,5.0,True
12.0,1.0,1.0,1.0,0.14,7.31,34.59,0.08,9,0,1,0,10.0,13.0,30.0,23.0,1.0,True
122.0,34.0,34.0,17.0,0.02,45.74,51.33,0.63,86,31,8,1,21.0,37.0,196.0,129.0,67.0,True
77.0,18.0,1.0,13.0,0.02,42.92,44.77,0.74,45,18,15,0,22.0,35.0,220.0,142.0,35.0,True
26.0,3.0,1.0,3.0,0.11,9.75,34.94,0.1,18,1,4,0,13.0,18.0,37.0,30.0,5.0,True
18.0,3.0,1.0,3.0,0.12,8.08,25.2,0.07,12,0,3,0,10.0,13.0,26.0,21.0,5.0,True
87.0,23.0,1.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,42.0,True
42.0,9.0,8.0,3.0,0.05,20.12,24.59,0.17,38,0,2,0,24.0,17.0,63.0,39.0,17.0,True
486.0,67.0,33.0,51.0,0.01,110.46,212.86,4.56,441,36,47,1,35.0,112.0,966.0,733.0,96.0,True
55.0,8.0,1.0,3.0,0.05,20.77,26.83,0.19,47,0,6,0,9.0,13.0,70.0,50.0,15.0,True
29.0,6.0,6.0,2.0,0.08,12.63,33.34,0.14,21,1,5,0,12.0,19.0,45.0,40.0,11.0,True
108.0,17.0,1.0,11.0,0.02,47.53,49.17,0.75,82,12,8,0,22.0,37.0,314.0,130.0,33.0,True
106.0,15.0,5.0,8.0,0.04,28.53,54.15,0.51,74,14,14,0,24.0,45.0,142.0,98.0,29.0,True
85.0,8.0,3.0,7.0,0.06,17.14,151.54,0.82,80,0,3,0,17.0,79.0,224.0,151.0,15.0,True
28.0,3.0,1.0,3.0,0.1,10.0,31.55,0.11,18,0,6,0,9.0,15.0,40.0,30.0,5.0,True
45.0,9.0,1.0,2.0,0.06,15.42,26.5,0.14,39,0,2,0,15.0,19.0,43.0,37.0,17.0,True
82.0,6.0,5.0,4.0,0.03,29.51,58.28,0.57,59,0,15,1,20.0,41.0,169.0,121.0,11.0,True
15.0,3.0,3.0,1.0,0.11,8.94,16.47,0.05,10,1,3,0,13.0,8.0,21.0,11.0,5.0,True
94.0,14.0,6.0,9.0,0.03,29.2,48.29,0.44,75,6,10,6,25.0,41.0,137.0,102.0,27.0,True
52.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
223.0,43.0,29.0,35.0,0.01,76.45,62.89,1.6,189,0,14,6,30.0,44.0,421.0,392.0,77.0,True
328.0,9.0,3.0,5.0,0.02,46.27,258.56,2.26,227,32,32,0,23.0,147.0,508.0,489.0,17.0,True
29.0,6.0,4.0,6.0,0.05,19.0,33.61,0.21,20,0,6,0,19.0,21.0,68.0,42.0,8.0,True
84.0,9.0,1.0,5.0,0.03,30.81,36.5,0.4,44,19,14,0,16.0,27.0,123.0,74.0,17.0,True
13.0,2.0,1.0,2.0,0.16,6.42,25.7,0.05,10,0,1,0,11.0,12.0,23.0,13.0,3.0,True
18.0,2.0,1.0,1.0,0.09,11.67,15.29,0.06,11,1,4,0,14.0,9.0,21.0,18.0,3.0,True
82.0,14.0,9.0,10.0,0.04,28.75,47.45,0.45,61,2,9,4,17.0,36.0,130.0,91.0,27.0,True
143.0,3.0,1.0,1.0,0.03,28.68,87.71,1.05,105,14,37,4,20.0,71.0,302.0,223.0,5.0,True
89.0,12.0,7.0,8.0,0.03,35.93,52.79,0.6,70,0,12,0,21.0,36.0,183.0,127.0,23.0,True
24.0,4.0,4.0,4.0,0.13,7.8,33.95,0.09,14,5,4,0,12.0,15.0,33.0,21.0,7.0,True
41.0,4.0,1.0,1.0,0.04,23.22,23.82,0.19,29,9,2,0,19.0,18.0,75.0,44.0,7.0,True
19.0,2.0,1.0,2.0,0.09,11.33,15.12,0.06,13,0,2,0,11.0,7.0,23.0,17.0,3.0,True
39.0,2.0,1.0,2.0,0.08,12.32,33.27,0.14,19,5,9,0,12.0,19.0,50.0,35.0,3.0,True
13.0,1.0,1.0,1.0,0.23,4.27,39.23,0.06,10,0,0,4,8.0,15.0,21.0,16.0,1.0,True
33.0,2.0,1.0,2.0,0.05,21.7,21.92,0.16,15,2,10,0,16.0,15.0,55.0,39.0,3.0,True
224.0,35.0,34.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,True
